category,description,recommendation,standard,price
חשמל,"קופסת חשמל ללא מכסה — קופסת חיבור/הסתעפות חשמלית ללא מכסה, חיבורים חשמליים חשופים. סכנת חשמול ונזק מלחות או אבק",התקנת מכסה תקני לקופסת החשמל,"ת""י 61 — כל קופסת חיבור חייבת להיות מכוסה במכסה מתאים",₪ 80
חשמל,העדר שקע טלפון/תקשורת בחדרים נדרשים — חדר מגורים ללא נקודת תקשורת (טלפון/רשת) כנדרש בתקן. נדרשות נקודות תקשורת בסלון ובחדרי שינה,משיכת כבל תקשורת CAT6 והתקנת שקע RJ45 בחדרים הנדרשים,"ת""י 61 — נדרשת לפחות נקודת תקשורת אחת בסלון ובכל חדר שינה",₪ 500
חשמל,"מפסק זרם יתר (אוטומט) בלוח לא מתאים לחתך הכבל — מפסק אוטומטי בלוח החשמל בדירוג זרם גבוה מכושר ההעמסה של הכבל. למשל מפסק 20A על כבל 1.5 מ""מ. עלול לגרום להתחממות הכבל ולשריפה",החלפת המפסק למפסק בדירוג המתאים לחתך הכבל המותקן,"ת""י 61 — דירוג המפסק חייב להתאים לחתך הכבל: 1.5 מ""מ עד 16A, 2.5 מ""מ עד 20A, 4 מ""מ עד 25A",₪ 250
חשמל,לוח חשמל עמוס - אין מקום למעגלים נוספים — לוח החשמל הדירתי מלא לחלוטין ללא מודולים פנויים להרחבה עתידית. מקשה על הוספת מעגלים ועלול לגרום לחיבורים לא תקניים,"החלפת הלוח בלוח גדול יותר עם מקום להרחבה, או פיצול למספר לוחות","ת""י 61 — לוח חשמל דירתי חייב לכלול לפחות 20% מקום פנוי להרחבה עתידית","₪ 3,500"
חשמל,שקע חשמל מטבח ללא הגנת RCD ייעודית — שקעי חשמל במטבח (משטח עבודה) אינם מוגנים במפסק פחת ייעודי. אזור רטוב הדורש הגנה מוגברת,התקנת מפסק פחת RCD 30mA ייעודי למעגלי שקעי המטבח,"ת""י 61 — שקעים באזורים רטובים (מטבח, חדר כביסה) חייבים הגנת RCD 30mA",₪ 600
חשמל,חוסר התאמה בין פאזות בלוח חשמל תלת-פאזי — חלוקת עומסים לא מאוזנת בין שלוש הפאזות בלוח חשמל תלת-פאזי. גורם לעומס יתר על פאזה אחת ולירידת מתח,איזון מחדש של חלוקת המעגלים בין הפאזות בלוח החשמל,"ת""י 61 — עומסים בלוח תלת-פאזי חייבים להיות מאוזנים בין הפאזות, סטייה מקסימלית 20%",₪ 600
חשמל,"תאורת חירום חסרה בחדר מדרגות — חדר מדרגות ללא תאורת חירום עצמאית עם סוללה. בעת הפסקת חשמל חדר המדרגות חשוך לחלוטין, סכנת נפילה",התקנת גוף תאורת חירום עם סוללה בכל קומה בחדר המדרגות,"ת""י 61 — חדרי מדרגות ומסדרונות חייבים בתאורת חירום עם סוללת גיבוי לשעה לפחות",₪ 500
חשמל,שקע חשמל חיצוני ללא דרגת הגנה IP מתאימה — שקע חשמל במרפסת או בחוץ ללא דרגת הגנה IP44 לפחות. חשוף לרטיבות ולגשם,החלפת השקע בשקע עם דרגת הגנה IP44 ומכסה קפיצי,"ת""י 61 — שקעים חיצוניים חייבים בדרגת הגנה IP44 לפחות עם מכסה קפיצי",₪ 350
חשמל,"פס שוואה (אפס) לקוי בלוח חשמל — פס השוואה (Neutral bar) בלוח החשמל עם חיבורים רופפים, חמצון, או עומס יתר. גורם לתקלות זרם ולסכנת שריפה","ניקוי פס השוואה, הידוק כל החיבורים, החלפת פס פגום במידת הצורך","ת""י 61 — פס האפס חייב להיות מחובר היטב עם כל מוליכי האפס מהודקים בברגים",₪ 400
חשמל,"חיווט חשמל בממ""ד לא בצנרת שריון — חיווט חשמל בתוך חדר הממ""ד שאינו עובר בצנרת שריון (ממ""ד דורש צנרת מוגנת). בפגיעה ישירה הכבלים עלולים להינזק","החלפת הצנרת הקיימת בצנרת שריון מתאימה לממ""ד","ת""י 4766 — כבילה חשמלית בממ""ד חייבת לעבור בצנרת שריון מוגנת","₪ 1,200"
חשמל,שקע חשמל במרפסת שירות ללא הגנת מים — שקע חשמל במרפסת שירות (כביסה) ללא כיסוי עמיד מים. מרפסת שירות חשופה לרטיבות ולמים,"החלפת השקע בדגם IP44 עם מכסה קפיצי, וודא הגנת RCD על המעגל","ת""י 61 — שקעים בסביבה רטובה/חיצונית חייבים בדרגת הגנה IP44 ומפסק פחת RCD",₪ 400
חשמל,"פעמון דלת כניסה לא מתפקד — פעמון דלת הכניסה לדירה לא פועל - אין צלצול בלחיצה על הכפתור. בעיה בחיווט, בשנאי, או בפעמון עצמו","בדיקת חיווט הפעמון, החלפת שנאי או פעמון פגום",NULL,₪ 250
חשמל,"אינטרקום/דופון לא מתפקד — מערכת אינטרקום (דופון) לא פועלת - אין שמע, אין וידאו, או לחצן פתיחה לא עובד. פוגע בביטחון הדירה","בדיקת חיווט ומסך האינטרקום, תיקון או החלפת יחידה פנימית/חיצונית",NULL,₪ 800
חשמל,שקע חשמל לא עובד — שקע חשמל ללא מתח או שלא מספק חשמל,"בדיקת חיבור, תיקון או החלפת שקע","חוק החשמל, תקנות החשמל — כל שקע חייב לספק מתח תקין ולהיות מחובר להארקה",₪ 350
חשמל,חוסר הארקה בשקע — שקע חשמל ללא חיבור הארקה תקין — סכנת חשמול,"חיבור הארקה לשקע, בדיקת מערכת הארקה כללית","חוק החשמל, ת""י 61 — כל שקע חייב הארקה תקינה — דרישה בטיחותית מחייבת",₪ 800
חשמל,מפסק/מתג לא עובד — מפסק תאורה או מתג שלא מפעיל את המעגל,החלפת מפסק/מתג פגום,חוק החשמל — כל מתג חייב לפעול באופן תקין,₪ 300
חשמל,"לוח חשמל לא תקני — לוח חשמל עם ליקויים: מפסקים לא מסומנים, חוטים חשופים, או חוסר מפסק פחת",תיקון לוח על ידי חשמלאי מוסמך בהתאם לתקן,"חוק החשמל, ת""י 61 — לוח חשמל חייב לעמוד בתקן — סימון, מפסק פחת, סדר מעגלים","₪ 3,000"
מסגרות ברזל ומעקות,"דלת ממ""ד - מסגרת ברזל לא אטומה — מסגרת דלת הממ""ד אינה אטומה - רווחים בין המסגרת לקיר, גומי האיטום חסר או פגום. הממ""ד לא יספק הגנה כנדרש","החלפת גומי האיטום, מילוי רווחים בין המסגרת לקיר בחומר אטימה מתאים","ת""י 4766 — דלת ממ""ד חייבת להיות אטומה לגזים ולעמוד בלחץ פיצוץ, כולל גומי איטום תקין בהיקף המסגרת","₪ 1,200"
מסגרות ברזל ומעקות,"דלת ממ""ד - ברגי נעילה לא מתפקדים — ברגי הנעילה של דלת הממ""ד (קרמונים) אינם נכנסים לשקעים במשקוף, קשים להפעלה, או חסרים. הדלת לא ניתנת לנעילה אטומה","שימון/תיקון ברגי הנעילה, כוונון שקעי המשקוף, החלפת חלקים פגומים","ת""י 4766 — דלת ממ""ד חייבת להיות ניתנת לנעילה אטומה באמצעות ברגי נעילה תקינים",₪ 800
מסגרות ברזל ומעקות,"דלת ממ""ד - צירים פגומים או חסרים — צירי דלת הממ""ד פגומים, חלודים, או חסרים. דלת הממ""ד שוקלת כ-200 ק""ג וצירים פגומים מסכנים את השימוש בה","שימון צירים, החלפת צירים פגומים, כוונון גובה הדלת ביחס למשקוף","ת""י 4766 — צירי דלת ממ""ד חייבים להיות תקינים ולשאת את משקל הדלת (כ-200 ק""ג) ללא שקיעה","₪ 1,000"
מסגרות ברזל ומעקות,"חלון ממ""ד - סגר פלדה חסר או פגום — סגר הפלדה (שאטר) של חלון הממ""ד חסר, תקוע, או לא נסגר עד הסוף. החלון לא יספק הגנה בעת חירום","שימון מנגנון הסגר, תיקון פסי ההחלקה, החלפת סגר פגום","ת""י 4766 — סגר פלדה של חלון ממ""ד חייב להיות תקין, ניתן לסגירה ונעילה מלאה","₪ 1,500"
מסגרות ברזל ומעקות,מסגרת חלון ברזל - חלודה וקילוף צבע — מסגרת חלון ברזל עם סימני חלודה משמעותיים והתקלפות ציפוי. חלודה מחלישה את המסגרת ופוגעת באיטום,"שיוף חלודה עד למתכת נקייה, מריחת פריימר נגד חלודה, צביעה בשתי שכבות צבע חוץ",NULL,₪ 500
מסגרות ברזל ומעקות,"סורגי חלון - עיגון לקוי לקיר — סורגי חלון ברזל עם עיגון רופף לקיר, עוגנים חסרים או חלודים. סורגים רופפים אינם מספקים הגנה ועלולים ליפול",חיזוק עיגון הסורגים לקיר באמצעות עוגנים כימיים או מכניים חדשים,NULL,₪ 700
מסגרות ברזל ומעקות,"שער חניה - מנגנון הפעלה חשמלי תקול — שער חניה חשמלי עם מנגנון הפעלה תקול - לא נפתח/נסגר, רועש, או עוצר באמצע התנועה. עלול לפגוע באנשים או ברכבים","בדיקת מנוע ומנגנון השער, שימון גלגלים ופסי הנעה, תיקון/החלפת חלקים פגומים",NULL,"₪ 2,000"
מסגרות ברזל ומעקות,"רצפה גבוהה בסף דלת ממ""ד — הפרש גובה בסף דלת ממ""ד מעל המותר — סכנת מעידה",תיקון מפלס רצפה / סף,"ת""י 4145 — גובה מותר של סף דלת ממ""ד","₪ 1,000"
מסגרות ברזל ומעקות,"דלת ממ""ד — לא נסגרת / לא אוטמת — דלת פלדה של ממ""ד שלא נסגרת כראוי או לא אוטמת","כוונון צירים, החלפת אטמים, שימון מנגנון","ת""י 4145 — דלת ממ""ד חייבת לסגור ולאטום בהתאם לתקן",₪ 800
מסגרות ברזל ומעקות,"חלון ממ""ד — לא נסגר / לא אוטם — חלון ממ""ד פלדה שלא נסגר כראוי או שהאטימות פגומה","כוונון מנגנון, החלפת אטמים, שימון","ת""י 4145 — חלון ממ""ד חייב לסגור ולאטום",₪ 600
מסגרות ברזל ומעקות,"גובה מעקה מרפסת נמוך מהנדרש — גובה מעקה המרפסת נמוך מ-105 ס""מ (עד קומה 4) או נמוך מ-120 ס""מ (מעל קומה 4). סכנת נפילה מגובה",הגבהת המעקה לגובה התקני על ידי הוספת מאריך או החלפת המעקה,"ת""י 1142 — גובה מעקה מינימלי: 105 ס""מ עד גובה 12 מ' (קומה 4), 120 ס""מ מעל 12 מ'","₪ 2,000"
מסגרות ברזל ומעקות,"מרווח בין אלמנטים במעקה גדול מ-10 ס""מ — המרווח בין אלמנטים אנכיים (שבכות/פסים) במעקה גדול מ-10 ס""מ. ילד קטן עלול לתחוב את ראשו בין הפסים","הוספת פסים אנכיים או רשת נוספת לצמצום המרווחים ל-10 ס""מ מקסימום","ת""י 1142 — מרווח מקסימלי בין אלמנטים במעקה: 10 ס""מ בכל כיוון","₪ 1,500"
מסגרות ברזל ומעקות,"מעקה מרפסת לא יציב - מתנדנד — מעקה המרפסת מתנדנד בלחיצה, עיגון לריצפה או לקיר לא מספק. המעקה אינו עומד בעומס האופקי הנדרש","חיזוק עיגון המעקה - תיקון עוגנים, ריתוך מחדש, או החלפת נקודות עיגון","ת""י 1142 — מעקה חייב לעמוד בעומס אופקי של 100 ק""ג/מ' ללא עיוות קבוע","₪ 1,500"
מסגרות ברזל ומעקות,חלודה ושיתוך במעקה ברזל — סימני חלודה והתקלפות צבע במעקה ברזל. חלודה מתקדמת מחלישה את המעקה ומקצרה את חייו,"שיוף החלודה, מריחת ציפוי נגד חלודה (פריימר), וצביעה מחדש בצבע עמיד לחוץ",NULL,₪ 500
מסגרות ברזל ומעקות,"ריתוך פגום במעקה ברזל — ריתוכים במעקה עם סדקים, חורים, או ריתוך חלקי. ריתוך פגום מחליש את המעקה ועלול לגרום לקריסה","ריתוך מחדש של כל נקודות הריתוך הפגומות על ידי רתך מוסמך, בדיקה ויזואלית","ת""י 1142 — ריתוכים במעקה חייבים להיות רציפים, ללא סדקים או חסרים, ולעמוד בעומסים הנדרשים",₪ 800
מסגרות ברזל ומעקות,מעקה עם אלמנט טיפוס (ladder effect) — מעקה עם פסים אופקיים או אלמנטים המאפשרים לילד לטפס. עיצוב המעקה חייב למנוע אפשרות טיפוס,"החלפת אלמנטים אופקיים בפסים אנכיים, או הוספת לוח חיפוי שימנע טיפוס","ת""י 1142 — מעקה לא יכלול אלמנטים המאפשרים טיפוס, פסים אופקיים חייבים להיות צפופים או אנכיים בלבד","₪ 2,000"
מסגרות ברזל ומעקות,"מעקה מדרגות חסר או לא רציף — מעקה בגרם מדרגות חסר בצד אחד או שני הצדדים, או שאינו רציף לאורך כל גרם המדרגות. סכנת נפילה",התקנת מעקה/מסעד רציף לאורך כל גרם המדרגות בהתאם לרוחב,"ת""י 1142 — גרם מדרגות ברוחב עד 110 ס""מ חייב מעקה/מסעד בצד אחד לפחות, מעל 110 ס""מ - בשני צדדים","₪ 2,500"
מסגרות ברזל ומעקות,"מסעד (handrail) בגובה לא תקני — גובה המסעד במדרגות לא בטווח התקני (85-100 ס""מ מקצה המדרגה). גובה לא נכון מפחית את היעילות הבטיחותית","התאמת גובה המסעד לטווח התקני 85-100 ס""מ","ת""י 1142 — גובה מסעד במדרגות: 85-100 ס""מ מקצה המדרגה עד ראש המסעד","₪ 1,200"
מסגרות ברזל ומעקות,"מעקה גג ללא גובה מינימלי — מעקה בגג נגיש (גג שימושי) בגובה נמוך מ-120 ס""מ. סכנת נפילה חמורה מגובה הבניין","הגבהת מעקה הגג לגובה מינימלי 120 ס""מ בהתאם לתקן","ת""י 1142 — מעקה בגג נגיש חייב להיות בגובה מינימלי של 120 ס""מ","₪ 2,500"
מסגרות ברזל ומעקות,מעקה מרפסת - חוסר ציפוי גלוון — מעקה ברזל ללא ציפוי גלוון (אבץ חם) כנדרש לאלמנטים חיצוניים. ללא גלוון המעקה יחלוד במהירות,"פירוק המעקה, טבילה בגלוון חם, והתקנה מחדש. לחלופין - שיוף וציפוי בצבע אפוקסי דו-רכיבי",NULL,"₪ 1,500"
איטום,"חוסר יריעת איטום בגג שטוח — לא בוצע איטום בגג שטוח או שיריעת האיטום חסרה לחלוטין. חשיפת מרכיבי הגג לחדירת מים ישירה, גורמת לנזקי רטיבות קשים במבנה","התקנת מערכת איטום מלאה כולל יריעת איטום ביטומנית דו-שכבתית, פריימר, וחיפוי הגנה","ת""י 931 — גגות שטוחים חייבים איטום מלא בהתאם לתקן, כולל יריעת איטום ביטומנית או סינתטית עם חפיפות תקניות",₪ 200
איטום,"קרעים ונקבים ביריעת איטום הגג — נצפו קרעים, חורים או נקבים ביריעת האיטום בגג השטוח, כתוצאה מפגיעה מכנית, תנועה תרמית או ביצוע לקוי. מאפשרים חדירת מים למבנה","תיקון נקודתי באמצעות טלאי יריעת איטום בגודל מינימלי של 30x30 ס""מ עם חפיפה של 10 ס""מ לכל כיוון, או החלפת יריעה באזור הפגוע","ת""י 931 — יריעת האיטום חייבת להיות רציפה ושלמה, ללא קרעים או נקבים",₪ 800
איטום,"חפיפה לא תקנית בין יריעות איטום — חפיפות בין יריעות האיטום קטנות מהנדרש בתקן (פחות מ-10 ס""מ באורך ו-15 ס""מ ברוחב), או שהחפיפות לא הולחמו כראוי. מהווה נקודת כשל לחדירת מים",פירוק החפיפה הפגומה והרחבתה לגודל תקני עם הלחמה מחודשת בלהבה או אוויר חם,"ת""י 1637 — חפיפת יריעות ביטומניות: מינימום 10 ס""מ באורך ו-15 ס""מ ברוחב, עם הלחמה מלאה",₪ 150
איטום,"העדר כיפוף (קרניז) איטום בשפת הגג — יריעת האיטום לא עולה על המעקה/חומה היקפית בגובה מינימלי של 25 ס""מ. מאפשר חדירת מים בנקודת המפגש בין הגג למעקה","הארכת יריעת האיטום על המעקה לגובה של 25 ס""מ לפחות, כולל עיגון מכני בראש הכיפוף וסרגל לחיצה","ת""י 931 — יריעת האיטום חייבת לעלות על שפת הגג/מעקה בגובה מינימלי של 25 ס""מ מעל מפלס הגג המוגמר",₪ 120
איטום,"שיפוע לא תקני בגג שטוח — שיפוע הגג השטוח קטן מ-1.5% הנדרש בתקן, גורם לשלוליות מים עומדים המזרזים התבלות יריעת האיטום ומגבירים סיכון לחדירת מים","יצירת שכבת שיפוע חדשה מבטון קל או תערובת שיפוע, והנחת מערכת איטום חדשה מעליה","ת""י 931 — שיפוע מינימלי בגג שטוח: 1.5% לכיוון הניקוז",₪ 280
איטום,"סתימה או כשל במערכת ניקוז הגג — מרזבים, נקזים או מפלטי מים בגג סתומים, שבורים או בקוטר לא מספיק. גורם להצטברות מים על הגג ולהגברת הלחץ ההידרוסטטי על האיטום","ניקוי ושחרור מערכת הניקוז, החלפת אלמנטים פגומים, התקנת מסנני עלים, ובדיקת קוטר נקזים מספיק","ת""י 931 — מערכת ניקוז גג חייבת לפנות מים ביעילות, עם מספר נקזים מספק ושיפוע מתאים","₪ 2,500"
איטום,"פריחה (blistering) ביריעת איטום ביטומנית — נצפו בועות ותפיחויות (פריחה) ביריעת האיטום הביטומנית, כתוצאה מלחות כלואה מתחת ליריעה שמתאדה בחום. מחלישה את הצמדות היריעה ומובילה לקריעה","חיתוך הבועות בצורת X, ייבוש המשטח, הלחמה מחדש והנחת טלאי יריעה מעל באמצעות להבה","ת""י 1637 — יריעות ביטומניות חייבות להיות מודבקות באופן מלא למצע, ללא בועות אוויר או לחות כלואה",₪ 400
איטום,"כיווץ והתנתקות יריעת איטום סינתטית — יריעת איטום סינתטית (EPDM/TPO/PVC) התכווצה ונמשכה מקצוות הגג או מנקודות עיגון, חושפת אזורים ללא הגנת איטום","הרחבת היריעה בחזרה למיקומה עם תוספת יריעה בקצוות, או החלפת היריעה באזור הפגוע","ת""י 931 — יריעת איטום חייבת לכסות את כל שטח הגג ברציפות, כולל שוליים וכיפופים",₪ 180
איטום,"איטום לקוי בנקודת חיבור גג-קיר — מפגש יריעת האיטום עם הקיר ההיקפי לא בוצע כראוי — חסר כיפוף, חסר סרגל לחיצה, או חסרה אטימה עליונה. נקודת חדירת מים נפוצה","ביצוע כיפוף תקני של יריעת האיטום על הקיר בגובה 25 ס""מ, התקנת סרגל לחיצה מגולוון ואטימה בפוליאוריתן","ת""י 931 — מפגש גג-קיר דורש כיפוף יריעת איטום עם עיגון מכני וסרגל לחיצה, ואטימה עליונה בחומר אלסטי",₪ 140
איטום,"רעפים שבורים או חסרים בגג רעפים — רעפים שבורים, סדוקים או חסרים בגג משופע, חושפים את שכבת האיטום התחתית או ישירות את תת-הגג לחדירת מים ורוח","החלפת רעפים שבורים/חסרים ברעפים תואמים, בדיקת חפיפות ועיגון הרעפים שמסביב","ת""י 931 — כיסוי גג רעפים חייב להיות שלם ורציף, כל רעף פגום יוחלף",₪ 200
איטום,"חוסר יריעת תת-רעפים — לא הותקנה יריעת תת-רעפים (secondary membrane) מתחת לרעפים. בהיעדרה, מים שחודרים בין הרעפים מגיעים ישירות למבנה","הסרת הרעפים, התקנת יריעת תת-רעפים תקנית על הלטים, והחזרת הרעפים","ת""י 931 — גג רעפים נדרשת שכבת הגנה משנית (יריעת תת-רעפים) להגנה מפני חדירת מים ורוח",₪ 220
איטום,"איטום לקוי בשלחם (flashing) גג משופע — שלחם (flashing) מפח מגולוון או עופרת באזורי מפגש גג-קיר, ארובות או חדירות — מנותק, חלוד או חסר. מאפשר חדירת מים בנקודות המפגש","החלפת השלחם הפגום בשלחם חדש מפח מגולוון או אלומיניום, עם חפיפות תקניות ואטימה בסיליקון","ת""י 931 — כל מפגש גג-קיר וחדירה בגג משופע חייב שלחם תקני עם חפיפה מספקת",₪ 500
איטום,"איטום לקוי בתפר התפשטות — תפר ההתפשטות במבנה (בגג, ברצפה או בקירות) לא אטום כראוי או שחומר האיטום התבלה. מאפשר חדירת מים דרך התפר","הסרת חומר מילוי ישן, ניקוי התפר, התקנת חבל גיבוי (backer rod) ומילוי בחומר אטימה פוליאוריתני או סיליקוני גמיש","ת""י 938 — תפרי התפשטות חייבים מילוי גמיש תקני המסוגל לספוג תנועות תרמיות ומכניות תוך שמירה על אטימות",₪ 200
איטום,"נזק לאיטום גג מהתקנת מערכת סולארית — התקנת פאנלים סולאריים על הגג פגעה ביריעת האיטום — קידוחים ללא אטימה, משקולות שמועכות את היריעה, או כבלים שיוצרים שחיקה","תיקון כל נקודות הפגיעה, התקנת כריות הגנה מתחת למשקולות, אטימת קידוחים בחומר אלסטומרי, ובדיקת שלמות האיטום","ת""י 931 — כל חדירה או עומס על מערכת האיטום חייב להיות מתוכנן ומבוצע ללא פגיעה ברציפות האיטום","₪ 5,000"
איטום,"התבלות יריעת איטום מקרינת UV — יריעת האיטום חשופה ישירות לקרינת שמש ללא שכבת הגנה (חצץ, ריצוף, או צבע מגן). היריעה מתייבשת, מתפוררת ומאבדת גמישות","הנחת שכבת הגנה על האיטום: חצץ שטוף בעובי 5 ס""מ, או ריצוף על פלטות, או מריחת צבע מגן רפלקטיבי","ת""י 1637 — יריעות ביטומניות הנחשפות לשמש חייבות שכבת הגנה עליונה: חצץ, אריחים, או ציפוי רפלקטיבי",₪ 120
איטום,"מרזב גג שבור או מנותק — מרזב הגג שבור, מנותק, או בשיפוע שגוי. מים גולשים מעבר למרזב ופוגעים בחזית הבניין, ביסודות ובאיטום","תיקון או החלפת מקטעי מרזב פגומים, כיוון שיפוע 0.5% לכיוון מוריד המים, חיזוק אוחזים",NULL,₪ 200
איטום,"מוריד מים (צנרת אנכית) מנותק או סתום — מוריד מים מהגג מנותק מהמרזב, סתום בפסולת, או חסר בחלקו. מים מהגג שופכים על חזית הבניין וגורמים לנזקי רטיבות","חיבור מחדש או החלפת מוריד המים, ניקוי סתימות, והתקנת מסנן עלים בראש המוריד",NULL,"₪ 1,000"
איטום,"פגיעה באיטום גג עקב צמחייה — צמחייה (עשבים, שורשים, אצות) צומחת על או דרך יריעת האיטום בגג. שורשים חודרים ליריעה ויוצרים נקבים, ולחות מצטברת מתחתם","הסרת צמחייה ושורשים, תיקון נקבים ביריעת האיטום, ניקוי מערכת הניקוז, ותחזוקה שוטפת","ת""י 931 — יש לשמור על גג נקי מצמחייה ופסולת, ולוודא שמערכת האיטום שלמה","₪ 2,000"
איטום,חוסר שכבת הפרדה בין איטום לבטון — יריעת האיטום הונחה ישירות על בטון מחוספס ללא שכבת הפרדה (פריימר/ביטומן מדולל). גורם להצמדות חלקית ולנקודות כשל,"באזורים בעייתיים — הרמת היריעה, מריחת פריימר, והדבקה מחדש. בגג חדש — ביצוע מלא עם פריימר","ת""י 1637 — חובה למרוח פריימר ביטומני על משטח הבטון לפני הנחת יריעת איטום ביטומנית",₪ 30
איטום,"חדירת מים בחיבור גג רעפים לארובה/מדחום — חיבור גג הרעפים לארובה, מדחום או אלמנט בולט לא אטום כראוי. מים חודרים דרך נקודת החיבור בעיקר בגשם חזק","התקנת שלחם עופרת או אלומיניום בצורת שלב (stepped flashing) סביב הארובה, עם אטימה עליונה","ת""י 931 — כל חדירה או אלמנט בולט מגג רעפים חייב שלחם ואטימה ייעודית","₪ 4,000"
איטום,חוסר איטום מרפסת — יריעה חסרה — מרפסת חשופה ללא שכבת איטום מתחת לריצוף. מים חודרים דרך הריצוף והתשתית לתקרת הדירה מתחת,"הסרת הריצוף, התקנת מערכת איטום מלאה (פריימר + יריעה ביטומנית או ציפוי פוליאוריתן), ריצוף מחדש","ת""י 1556 — כל מרפסת חשופה חייבת מערכת איטום מלאה מתחת לריצוף, כולל כיפופים ושיפוע לניקוז",₪ 450
איטום,שיפוע לא תקני במרפסת — שיפוע המרפסת לכיוון הניקוז קטן מ-1.5% או שהשיפוע לכיוון הפנים (כלפי הדירה) במקום כלפי חוץ. גורם להצטברות מים ולחדירתם למבנה,"יצירת שכבת שיפוע מתקנת מבטון קל או דבק שיפוע, איטום מחדש וריצוף","ת""י 1556 — שיפוע מרפסת מינימלי 1.5% לכיוון הניקוז, הרחק מפתח הדירה",₪ 400
איטום,כיפוף איטום חסר בסף מרפסת — יריעת האיטום לא עולה בכיפוף על הסף/מפתן בין המרפסת לחדר הפנימי. מים זורמים מתחת לסף וחודרים לדירה,"הסרת הסף, ביצוע כיפוף יריעת איטום על מפתן הדלת, התקנת סף חדש עם אטימה","ת""י 1556 — איטום המרפסת חייב לעלות בכיפוף על הסף בגובה מינימלי של 5 ס""מ מעל מפלס הריצוף המוגמר","₪ 2,000"
איטום,"נקז מרפסת סתום או חסר — נקז המרפסת (גרגורי/ניקוז רצפתי) סתום, קטן מדי, או לא הותקן כלל. מים מצטברים על המרפסת ומזיקים לאיטום","התקנת נקז רצפתי בקוטר מינימלי 50 מ""מ עם חיבור למערכת הניקוז, כולל רשת לכידת פסולת","ת""י 1556 — כל מרפסת חשופה חייבת נקודת ניקוז תקנית עם חיבור למערכת הניקוז של הבניין","₪ 1,500"
איטום,"שקיעת ריצוף במרפסת — פגיעה באיטום — ריצוף המרפסת שקע או התרומם, מעיד על בעיה בשכבת הבסיס. השקיעה פוגעת בשיפוע הניקוז ועלולה לפגוע ביריעת האיטום מתחת","הסרת ריצוף פגום, בדיקת ותיקון שכבת האיטום, יצירת שכבת בסיס חדשה בשיפוע תקני, ריצוף מחדש","ת""י 1556 — ריצוף מרפסת חייב להיות יציב על בסיס תקין, עם שמירה על שיפוע הניקוז",₪ 450
איטום,איטום לקוי במרפסת — איטום מרפסת לא תקין — מים חודרים לדירה מתחת או לקיר,"פירוק ריצוף, ביצוע איטום מחדש, ריצוף עם שיפוע","ת""י 1515.3 — מרפסות חייבות איטום מלא עם שיפוע לניקוז",₪ 280
איטום,"נזילה סביב חדירת צנרת בגג — איטום לקוי סביב חדירות צנרת, אוורור או כבלים בגג. נקודות חדירה הן מוקדי כשל נפוצים לחדירת מים","התקנת שרוול איטום (boot) תקני סביב כל חדירה, הלחמה ליריעה הראשית בחפיפה של 15 ס""מ לפחות, ואטימה עליונה בחומר אלסטומרי","ת""י 931 — כל חדירה דרך מערכת האיטום חייבת איטום ייעודי בשרוול איטום או פלנג' עם חפיפה ליריעה הראשית",₪ 800
איטום,חוסר איטום חדר רחצה — רצפה — לא בוצע איטום מתחת לריצוף חדר הרחצה/מקלחת. מים חודרים דרך המרצפות ופגעים לתקרה ולקירות הדירה מתחת,"הסרת ריצוף קיים, ביצוע איטום מלא בציפוי אלסטי דו-רכיבי עם כיפוף 15 ס""מ על הקירות, ריצוף מחדש","ת""י 1752 — רצפת חדר רחצה ומקלחת חייבת איטום מלא בציפוי אלסטי או יריעה, כולל כיפופים על הקירות",₪ 500
איטום,"כיפוף איטום לא מספיק בקירות חדר רחצה — איטום רצפת חדר הרחצה לא עולה בכיפוף על הקירות בגובה מספיק (פחות מ-10 ס""מ ברצפה, פחות מ-180 ס""מ באזור המקלחת)","הסרת אריחי קיר באזורים הנדרשים, ביצוע כיפוף איטום לגובה תקני, ואריחוי מחדש","ת""י 1752 — כיפוף איטום: מינימום 10 ס""מ על קירות כלליים, 180 ס""מ באזור מקלחת, גובה מלא מאחורי אמבטיה","₪ 5,000"
איטום,אטימה לקויה סביב ניקוז רצפתי בחדר רחצה — מפגש האיטום עם הניקוז הרצפתי (נקז רצפה) לא בוצע כראוי — חסר טבעת איטום או חפיפה לא מספיקה. נקודת חדירת מים תכופה,החלפת הנקז הרצפתי והתקנת טבעת איטום תקנית עם חפיפה מלאה למערכת האיטום,"ת""י 1752 — ניקוז רצפתי חייב טבעת איטום ייעודית עם חפיפה למערכת האיטום הרצפתית","₪ 1,800"
איטום,חוסר איטום רצפת מרתף — רצפת המרתף ללא מערכת איטום נגד עליית מי תהום. מים עולים דרך הרצפה וגורמים לרטיבות מתמדת,"ביצוע איטום פנימי בציפוי קריסטלי (crystalline) או ממברנה ביטומנית, עם מערכת ניקוז תת-רצפתי למשאבה","ת""י 931 — רצפות מתחת למפלס הקרקע חייבות איטום נגד לחות עולה, כולל מחסום אדים",₪ 350
