index,category,title,description_clean,recommendation,cost_text,standard,standard_ref,severity,raw_description
264,איטום,חוסר איטום מתחת לאמבטיה,"שטח הרצפה מתחת לאמבטיה לא אוטם. במקרה של נזילה מהאמבטיה או מהצנרת מתחתיה, מים חודרים ישירות לתקרת הדירה מתחת","הסרת האמבטיה, ביצוע איטום רצפתי מלא כולל מתחת לאמבטיה, והתקנה מחדש",₪3000-₪7000 (ליחידה),"ת""י 1752 — כל שטח רצפת חדר הרחצה חייב איטום, כולל השטח מתחת לאמבטיה","ת""י 1752 — כל שטח רצפת חדר הרחצה חייב איטום, כולל השטח מתחת לאמבטיה",medium,"**חוסר איטום מתחת לאמבטיה** — שטח הרצפה מתחת לאמבטיה לא אוטם. במקרה של נזילה מהאמבטיה או מהצנרת מתחתיה, מים חודרים ישירות לתקרת הדירה מתחת.. המלצה: הסרת האמבטיה, ביצוע איטום רצפתי מלא כולל מתחת לאמבטיה, והתקנה מחדש. עלות משוערת: ₪3000-₪7000 (ליחידה)"
265,איטום,סיליקון חסר / פגום בחדר רחצה,"סיליקון חסר, סדוק או מתקלף בפינות חדר רחצה, מקלחת, אמבטיה או כיור","הסרת סיליקון ישן, ניקוי, מילוי סיליקון חדש",₪150-₪400 (ליחידה),NULL,NULL,medium,"**סיליקון חסר / פגום בחדר רחצה** — סיליקון חסר, סדוק או מתקלף בפינות חדר רחצה, מקלחת, אמבטיה או כיור.. המלצה: הסרת סיליקון ישן, ניקוי, מילוי סיליקון חדש. עלות משוערת: ₪150-₪400 (ליחידה)"
266,איטום,מחסן — רטיבות / איטום,רטיבות או סימני מים במחסן,"איטום מחסן, ניקוז, שיפור אוורור",₪500-₪2000 (ליחידה),NULL,NULL,medium,"**מחסן — רטיבות / איטום** — רטיבות או סימני מים במחסן.. המלצה: איטום מחסן, ניקוז, שיפור אוורור. עלות משוערת: ₪500-₪2000 (ליחידה)"
267,רטיבות ועובש,רטיבות בקירות מרתף — חדירה מהקרקע,"כתמי רטיבות, עובש או פריחת מלח (אפלורסנציה) על קירות המרתף. מעיד על חוסר איטום חיצוני או כשל באיטום הקיים נגד לחץ מי תהום","חפירה חיצונית עד ליסוד, ניקוי ותיקון הקיר, ביצוע איטום חיצוני בשכבת ביטומן + יריעה, ומילוי בחזרה עם שכבת סינון","₪800-₪1500 (למ""א)","ת""י 931 — קירות מרתף מתחת למפלס הקרקע חייבים איטום חיצוני מלא נגד לחות ולחץ מים","ת""י 931 — קירות מרתף מתחת למפלס הקרקע חייבים איטום חיצוני מלא נגד לחות ולחץ מים",critical,"**רטיבות בקירות מרתף — חדירה מהקרקע** — כתמי רטיבות, עובש או פריחת מלח (אפלורסנציה) על קירות המרתף. מעיד על חוסר איטום חיצוני או כשל באיטום הקיים נגד לחץ מי תהום.. המלצה: חפירה חיצונית עד ליסוד, ניקוי ותיקון הקיר, ביצוע איטום חיצוני בשכבת ביטומן + יריעה, ומילוי בחזרה עם שכבת סינון. עלות משוערת: ₪800-₪1500 (למ""א)"
268,רטיבות ועובש,חוסר ניקוז בגב קיר תומך,"קיר תומך ללא מערכת ניקוז מאחוריו (צנרת ניקוז, חומר מנקז, או פתחי ניקוז). לחץ הידרוסטטי על הקיר גורם לחדירת מים ועלול לפגוע ביציבותו","התקנת מערכת ניקוז: צנרת מנקזת מחוררת עטופה בגיאוטקסטיל, שכבת חצץ, וחיבור לתשתית ניקוז","₪400-₪800 (למ""א)","ת""י 931 — קיר תומך חייב מערכת ניקוז כולל צנרת מנקזת, שכבת חצץ מנקז, ופתחי ניקוז (weep holes)","ת""י 931 — קיר תומך חייב מערכת ניקוז כולל צנרת מנקזת, שכבת חצץ מנקז, ופתחי ניקוז (weep holes)",medium,"**חוסר ניקוז בגב קיר תומך** — קיר תומך ללא מערכת ניקוז מאחוריו (צנרת ניקוז, חומר מנקז, או פתחי ניקוז). לחץ הידרוסטטי על הקיר גורם לחדירת מים ועלול לפגוע ביציבותו.. המלצה: התקנת מערכת ניקוז: צנרת מנקזת מחוררת עטופה בגיאוטקסטיל, שכבת חצץ, וחיבור לתשתית ניקוז. עלות משוערת: ₪400-₪800 (למ""א)"
269,רטיבות ועובש,רטיבות עולה בקירות (רטיבות קפילרית),"רטיבות עולה מהיסוד לקירות בקומת הקרקע (rising damp). כתמי רטיבות, פריחת מלח וטיח מתקלף בחלק התחתון של הקירות. מעיד על חוסר מחסום רטיבות (DPC)","הזרקת חומר חוסם רטיבות (cream/gel silane) בקידוחים בבסיס הקיר, ניקוי וחידוש טיח במלט עמיד ברטיבות","₪150-₪350 (למ""א)","ת""י 931 — חובה למנוע מעבר רטיבות מהיסוד לקירות באמצעות מחסום רטיבות (DPC) ביסוד","ת""י 931 — חובה למנוע מעבר רטיבות מהיסוד לקירות באמצעות מחסום רטיבות (DPC) ביסוד",medium,"**רטיבות עולה בקירות (רטיבות קפילרית)** — רטיבות עולה מהיסוד לקירות בקומת הקרקע (rising damp). כתמי רטיבות, פריחת מלח וטיח מתקלף בחלק התחתון של הקירות. מעיד על חוסר מחסום רטיבות (DPC).. המלצה: הזרקת חומר חוסם רטיבות (cream/gel silane) בקידוחים בבסיס הקיר, ניקוי וחידוש טיח במלט עמיד ברטיבות. עלות משוערת: ₪150-₪350 (למ""א)"
270,רטיבות ועובש,עובש על קירות ותקרה כתוצאה מעיבוי,"כתמי עובש שחורים/ירוקים על קירות חיצוניים ותקרות, בעיקר בפינות ומאחורי רהיטים. כתוצאה מגשרים תרמיים, בידוד חסר ואוורור לקוי","טיפול בעובש בחומר אנטי-פטרייתי, שיפור בידוד תרמי חיצוני, התקנת מערכת אוורור מכני, ובדיקת גשרים תרמיים",₪500-₪3000 (ליחידה),NULL,NULL,medium,"**עובש על קירות ותקרה כתוצאה מעיבוי** — כתמי עובש שחורים/ירוקים על קירות חיצוניים ותקרות, בעיקר בפינות ומאחורי רהיטים. כתוצאה מגשרים תרמיים, בידוד חסר ואוורור לקוי.. המלצה: טיפול בעובש בחומר אנטי-פטרייתי, שיפור בידוד תרמי חיצוני, התקנת מערכת אוורור מכני, ובדיקת גשרים תרמיים. עלות משוערת: ₪500-₪3000 (ליחידה)"
271,רטיבות ועובש,גשר תרמי בתקרת גג — רטיבות עיבוי,גשר תרמי באזור מפגש תקרה-קיר חיצוני (thermal bridge) גורם לטמפרטורה נמוכה של המשטח הפנימי ולעיבוי מים. מתבטא בעובש ורטיבות בפינות העליונות,"שיפור בידוד תרמי באזור הגשר התרמי, הוספת שכבת בידוד פנימית או חיצונית, ושיפור אוורור",₪2000-₪8000 (ליחידה),NULL,NULL,medium,"**גשר תרמי בתקרת גג — רטיבות עיבוי** — גשר תרמי באזור מפגש תקרה-קיר חיצוני (thermal bridge) גורם לטמפרטורה נמוכה של המשטח הפנימי ולעיבוי מים. מתבטא בעובש ורטיבות בפינות העליונות.. המלצה: שיפור בידוד תרמי באזור הגשר התרמי, הוספת שכבת בידוד פנימית או חיצונית, ושיפור אוורור. עלות משוערת: ₪2000-₪8000 (ליחידה)"
272,רטיבות ועובש,חדירת מים דרך סדקים במבנה הבטון,"סדקים במבנה הבטון (תקרה, קורות, קירות) מאפשרים חדירת מים. הסדקים עשויים להצביע על בעיה מבנית בנוסף לבעיית האיטום","הזרקת חומר אפוקסי או פוליאוריתן לסדקים, בדיקה מבנית של הסדקים על ידי מהנדס, ושיקום האיטום","₪200-₪600 (למ""א)","ת""י 931 — מבנה הבטון חייב להיות אטום, סדקים מעל 0.3 מ""מ דורשים טיפול לשיקום האטימות","ת""י 931 — מבנה הבטון חייב להיות אטום, סדקים מעל 0.3 מ""מ דורשים טיפול לשיקום האטימות",medium,"**חדירת מים דרך סדקים במבנה הבטון** — סדקים במבנה הבטון (תקרה, קורות, קירות) מאפשרים חדירת מים. הסדקים עשויים להצביע על בעיה מבנית בנוסף לבעיית האיטום.. המלצה: הזרקת חומר אפוקסי או פוליאוריתן לסדקים, בדיקה מבנית של הסדקים על ידי מהנדס, ושיקום האיטום. עלות משוערת: ₪200-₪600 (למ""א)"
273,רטיבות ועובש,נזילת מים מצנרת מעבר בתקרה/רצפה,צנרת מים/ביוב חוצה רצפה או תקרה ללא אטימה סביב המעבר. מים (מנזילה או עיבוי) זולגים דרך הפתח,התקנת שרוול מעבר (sleeve) עם אטם גומי או מילוי בחומר אטימה חסין אש וגמיש,₪200-₪500 (ליחידה),"ת""י 931 — כל מעבר צנרת דרך אלמנט בטון חייב אטימה ייעודית באמצעות שרוול ואטם גמיש","ת""י 931 — כל מעבר צנרת דרך אלמנט בטון חייב אטימה ייעודית באמצעות שרוול ואטם גמיש",medium,**נזילת מים מצנרת מעבר בתקרה/רצפה** — צנרת מים/ביוב חוצה רצפה או תקרה ללא אטימה סביב המעבר. מים (מנזילה או עיבוי) זולגים דרך הפתח.. המלצה: התקנת שרוול מעבר (sleeve) עם אטם גומי או מילוי בחומר אטימה חסין אש וגמיש. עלות משוערת: ₪200-₪500 (ליחידה)
274,רטיבות ועובש,רטיבות בתקרה / קיר,"סימני רטיבות בתקרה או קיר — כתמים, התנפחות צבע, עובש","איתור מקור רטיבות, תיקון איטום, ייבוש וצביעה",₪500-₪3000 (ליחידה),"ת""י 1515.3 — איטום חייב למנוע חדירת מים לחלל הדירה","ת""י 1515.3 — איטום חייב למנוע חדירת מים לחלל הדירה",medium,"**רטיבות בתקרה / קיר** — סימני רטיבות בתקרה או קיר — כתמים, התנפחות צבע, עובש.. המלצה: איתור מקור רטיבות, תיקון איטום, ייבוש וצביעה. עלות משוערת: ₪500-₪3000 (ליחידה)"
275,רטיבות ועובש,עובש בפינות / תקרה,"עובש שחור או ירוק בפינות חדרים, תקרות, או סביבת חלונות","טיפול בעובש, בדיקת מקור רטיבות, שיפור אוורור",₪200-₪800 (ליחידה),NULL,NULL,medium,"**עובש בפינות / תקרה** — עובש שחור או ירוק בפינות חדרים, תקרות, או סביבת חלונות.. המלצה: טיפול בעובש, בדיקת מקור רטיבות, שיפור אוורור. עלות משוערת: ₪200-₪800 (ליחידה)"
276,כיבוי אש,ספרינקלר חסר או לא מותקן בחדר מדרגות,ראש ספרינקלר לא הותקן בחדר מדרגות או בשטח ציבורי כנדרש בתכניות כיבוי האש המאושרות. העדר ספרינקלר מפחית את יכולת הכיבוי האוטומטי במקרה שריפה,"התקנת ראש ספרינקלר מאושר בהתאם לתכנית כיבוי האש, כולל חיבור לצנרת הקיימת ובדיקת לחץ",₪350-₪800 (ליחידה),"ת""י 1596 — מערכת ספרינקלרים אוטומטית נדרשת בבניין מגורים מעל קומה מסוימת בהתאם לתקנות כיבוי אש, כולל כיסוי מלא בשטחים ציבוריים","ת""י 1596 — מערכת ספרינקלרים אוטומטית נדרשת בבניין מגורים מעל קומה מסוימת בהתאם לתקנות כיבוי אש, כולל כיסוי מלא בשטחים ציבוריים",critical,"**ספרינקלר חסר או לא מותקן בחדר מדרגות** — ראש ספרינקלר לא הותקן בחדר מדרגות או בשטח ציבורי כנדרש בתכניות כיבוי האש המאושרות. העדר ספרינקלר מפחית את יכולת הכיבוי האוטומטי במקרה שריפה.. המלצה: התקנת ראש ספרינקלר מאושר בהתאם לתכנית כיבוי האש, כולל חיבור לצנרת הקיימת ובדיקת לחץ. עלות משוערת: ₪350-₪800 (ליחידה)"
277,כיבוי אש,ספרינקלר צבוע או חסום,ראש ספרינקלר נצבע במהלך עבודות צביעה או חסום על ידי חפצים/מדפים. צביעה על הספרינקלר עלולה למנוע את פעולתו בעת שריפה,"החלפת ראש הספרינקלר הצבוע בחדש מאותו סוג ודירוג טמפרטורה, והסרת כל חסימה",₪200-₪500 (ליחידה),"ת""י 1596 — חל איסור מוחלט לצבוע או לחסום ראשי ספרינקלרים; יש לשמור מרחק חופשי של 50 ס""מ לפחות מכל כיוון","ת""י 1596 — חל איסור מוחלט לצבוע או לחסום ראשי ספרינקלרים; יש לשמור מרחק חופשי של 50 ס""מ לפחות מכל כיוון",critical,"**ספרינקלר צבוע או חסום** — ראש ספרינקלר נצבע במהלך עבודות צביעה או חסום על ידי חפצים/מדפים. צביעה על הספרינקלר עלולה למנוע את פעולתו בעת שריפה.. המלצה: החלפת ראש הספרינקלר הצבוע בחדש מאותו סוג ודירוג טמפרטורה, והסרת כל חסימה. עלות משוערת: ₪200-₪500 (ליחידה)"
278,כיבוי אש,גלגלון כיבוי אש לא תקין או חסר,"גלגלון כיבוי אש בחדר מדרגות לא פועל, צינור קרוע, ברז תקוע, או חסר לחלוטין. הגלגלון הוא אמצעי כיבוי ראשוני לדיירים","החלפת גלגלון כיבוי אש פגום בגלגלון חדש תקני, כולל צינור, ברז, וזרנוק, ובדיקת לחץ מים",₪1200-₪2500 (ליחידה),"ת""י 5765 — גלגלון כיבוי אש חייב להיות תקין, נגיש, עם צינור באורך מספק (לפחות 30 מטר כולל סילון), ולעבור בדיקה שנתית","ת""י 5765 — גלגלון כיבוי אש חייב להיות תקין, נגיש, עם צינור באורך מספק (לפחות 30 מטר כולל סילון), ולעבור בדיקה שנתית",critical,"**גלגלון כיבוי אש לא תקין או חסר** — גלגלון כיבוי אש בחדר מדרגות לא פועל, צינור קרוע, ברז תקוע, או חסר לחלוטין. הגלגלון הוא אמצעי כיבוי ראשוני לדיירים.. המלצה: החלפת גלגלון כיבוי אש פגום בגלגלון חדש תקני, כולל צינור, ברז, וזרנוק, ובדיקת לחץ מים. עלות משוערת: ₪1200-₪2500 (ליחידה)"
279,כיבוי אש,ארון כיבוי אש פגום או לא נגיש,"ארון כיבוי אש שבור, חלוד, דלת לא נפתחת, או חסום על ידי חפצים. חוסר נגישות לארון מונע שימוש באמצעי הכיבוי בזמן חירום","תיקון או החלפת ארון כיבוי אש, החלפת דלת שבורה, הסרת חסימות, וסימון מחדש בהתאם לתקן",₪600-₪1500 (ליחידה),"ת""י 5765 — ארון כיבוי אש חייב להיות נגיש, מסומן, דלתו חייבת להיפתח ללא מפתח מיוחד, ותכולתו חייבת להיות תקינה","ת""י 5765 — ארון כיבוי אש חייב להיות נגיש, מסומן, דלתו חייבת להיפתח ללא מפתח מיוחד, ותכולתו חייבת להיות תקינה",medium,"**ארון כיבוי אש פגום או לא נגיש** — ארון כיבוי אש שבור, חלוד, דלת לא נפתחת, או חסום על ידי חפצים. חוסר נגישות לארון מונע שימוש באמצעי הכיבוי בזמן חירום.. המלצה: תיקון או החלפת ארון כיבוי אש, החלפת דלת שבורה, הסרת חסימות, וסימון מחדש בהתאם לתקן. עלות משוערת: ₪600-₪1500 (ליחידה)"
280,כיבוי אש,מטף כיבוי אש חסר או פג תוקף,"מטף כיבוי אש לא מותקן בשטח ציבורי כנדרש, או שתוקפו פג ולא עבר בדיקה שנתית. מטף ללא בדיקה עשוי לא לפעול בעת הצורך","התקנת מטף כיבוי אש חדש בתוקף או שליחת המטף הקיים לבדיקה ומילוי חוזר, כולל תיוג ובדיקת נגישות",₪150-₪400 (ליחידה),"ת""י 129 — מטפי כיבוי אש חייבים לעבור בדיקה שנתית על ידי בודק מוסמך, לשאת תווית בדיקה בתוקף, ולהיות מותקנים בגובה ובמיקום נגישים","ת""י 129 — מטפי כיבוי אש חייבים לעבור בדיקה שנתית על ידי בודק מוסמך, לשאת תווית בדיקה בתוקף, ולהיות מותקנים בגובה ובמיקום נגישים",medium,"**מטף כיבוי אש חסר או פג תוקף** — מטף כיבוי אש לא מותקן בשטח ציבורי כנדרש, או שתוקפו פג ולא עבר בדיקה שנתית. מטף ללא בדיקה עשוי לא לפעול בעת הצורך.. המלצה: התקנת מטף כיבוי אש חדש בתוקף או שליחת המטף הקיים לבדיקה ומילוי חוזר, כולל תיוג ובדיקת נגישות. עלות משוערת: ₪150-₪400 (ליחידה)"
281,כיבוי אש,דלת אש חסרה או לא תקנית,"דלת אש בחדר מדרגות או במעבר חסרה, הוחלפה בדלת רגילה, או שאינה עומדת בדירוג עמידות אש נדרש. דלת אש מהווה מחסום קריטי למניעת התפשטות עשן ואש","התקנת דלת אש מאושרת בדירוג EI60 לפחות, כולל סוגר אוטומטי, אטם אש מתנפח, ומשקוף מתאים",₪3500-₪7000 (ליחידה),"ת""י 1220 — דלת אש חייבת לעמוד בדירוג עמידות אש של 60 דקות לפחות (EI60), לכלול סוגר אוטומטי, ולהיות מסומנת בתווית עמידות אש","ת""י 1220 — דלת אש חייבת לעמוד בדירוג עמידות אש של 60 דקות לפחות (EI60), לכלול סוגר אוטומטי, ולהיות מסומנת בתווית עמידות אש",critical,"**דלת אש חסרה או לא תקנית** — דלת אש בחדר מדרגות או במעבר חסרה, הוחלפה בדלת רגילה, או שאינה עומדת בדירוג עמידות אש נדרש. דלת אש מהווה מחסום קריטי למניעת התפשטות עשן ואש.. המלצה: התקנת דלת אש מאושרת בדירוג EI60 לפחות, כולל סוגר אוטומטי, אטם אש מתנפח, ומשקוף מתאים. עלות משוערת: ₪3500-₪7000 (ליחידה)"
282,כיבוי אש,סוגר אוטומטי בדלת אש לא פועל,"סוגר הדלת האוטומטי (door closer) בדלת אש לא פועל, שבור, או הוסר. ללא סוגר תקין, הדלת נשארת פתוחה ואינה מהווה מחסום אש","החלפת סוגר אוטומטי פגום בסוגר חדש בהתאם למשקל ולגודל הדלת, כיוון מהירות סגירה",₪400-₪900 (ליחידה),"ת""י 1220 — כל דלת אש חייבת להיות מצוידת בסוגר אוטומטי תקין המבטיח סגירה מלאה של הדלת לאחר כל פתיחה","ת""י 1220 — כל דלת אש חייבת להיות מצוידת בסוגר אוטומטי תקין המבטיח סגירה מלאה של הדלת לאחר כל פתיחה",medium,"**סוגר אוטומטי בדלת אש לא פועל** — סוגר הדלת האוטומטי (door closer) בדלת אש לא פועל, שבור, או הוסר. ללא סוגר תקין, הדלת נשארת פתוחה ואינה מהווה מחסום אש.. המלצה: החלפת סוגר אוטומטי פגום בסוגר חדש בהתאם למשקל ולגודל הדלת, כיוון מהירות סגירה. עלות משוערת: ₪400-₪900 (ליחידה)"
283,כיבוי אש,אטם אש מתנפח חסר בדלת אש,"אטם אש מתנפח (intumescent strip) חסר או פגום בדלת אש. האטם מתנפח בחום ואוטם את המרווח בין הדלת למשקוף, מונע מעבר עשן ואש","התקנת אטם אש מתנפח חדש בתעלת האטם בהיקף הדלת, כולל אטם עשן",₪250-₪600 (ליחידה),"ת""י 1220 — דלת אש חייבת לכלול אטם אש מתנפח בהיקף הדלת להבטחת אטימות לעשן ולאש","ת""י 1220 — דלת אש חייבת לכלול אטם אש מתנפח בהיקף הדלת להבטחת אטימות לעשן ולאש",medium,"**אטם אש מתנפח חסר בדלת אש** — אטם אש מתנפח (intumescent strip) חסר או פגום בדלת אש. האטם מתנפח בחום ואוטם את המרווח בין הדלת למשקוף, מונע מעבר עשן ואש.. המלצה: התקנת אטם אש מתנפח חדש בתעלת האטם בהיקף הדלת, כולל אטם עשן. עלות משוערת: ₪250-₪600 (ליחידה)"
284,כיבוי אש,גלאי עשן חסר או לא פועל בשטח ציבורי,"גלאי עשן לא מותקן בחדר מדרגות, לובי, או חניון כנדרש, או שהגלאי מותקן אך אינו פעיל (נורית לא דולקת, סוללה ריקה)","התקנת גלאי עשן אופטי או חיווט למערכת גילוי אש מרכזית, בדיקת תקינות וחיבור ללוח בקרה",₪200-₪600 (ליחידה),"בהתאם לתקנות כיבוי אש, נדרשת מערכת גילוי אש בשטחים ציבוריים בבניין מגורים הכולל יותר מ-4 קומות","בהתאם לתקנות כיבוי אש, נדרשת מערכת גילוי אש בשטחים ציבוריים בבניין מגורים הכולל יותר מ-4 קומות",critical,"**גלאי עשן חסר או לא פועל בשטח ציבורי** — גלאי עשן לא מותקן בחדר מדרגות, לובי, או חניון כנדרש, או שהגלאי מותקן אך אינו פעיל (נורית לא דולקת, סוללה ריקה).. המלצה: התקנת גלאי עשן אופטי או חיווט למערכת גילוי אש מרכזית, בדיקת תקינות וחיבור ללוח בקרה. עלות משוערת: ₪200-₪600 (ליחידה)"
285,כיבוי אש,לוח בקרת אש לא תקין או ללא חשמל,"לוח בקרת מערכת גילוי אש מציג תקלה, מנותק מחשמל, או שסוללת הגיבוי ריקה. לוח לא תקין פירושו שמערכת גילוי האש כולה לא פעילה","תיקון לוח בקרה, החלפת סוללת גיבוי, בדיקת חיבורי גלאים ואזעקות, וביצוע בדיקת מערכת מלאה",₪800-₪3000 (ליחידה),"לוח בקרת אש חייב להיות פעיל 24/7, כולל גיבוי סוללה ל-24 שעות, ולעבור בדיקה תקופתית","לוח בקרת אש חייב להיות פעיל 24/7, כולל גיבוי סוללה ל-24 שעות, ולעבור בדיקה תקופתית",critical,"**לוח בקרת אש לא תקין או ללא חשמל** — לוח בקרת מערכת גילוי אש מציג תקלה, מנותק מחשמל, או שסוללת הגיבוי ריקה. לוח לא תקין פירושו שמערכת גילוי האש כולה לא פעילה.. המלצה: תיקון לוח בקרה, החלפת סוללת גיבוי, בדיקת חיבורי גלאים ואזעקות, וביצוע בדיקת מערכת מלאה. עלות משוערת: ₪800-₪3000 (ליחידה)"
286,כיבוי אש,תאורת חירום לא פועלת בחדר מדרגות,"גופי תאורת חירום בחדר מדרגות לא דולקים בעת הפסקת חשמל, סוללות תקולות, או גופים שבורים. תאורת חירום חיונית לפינוי בטוח","החלפת גופי תאורת חירום פגומים, החלפת סוללות, בדיקת פעולה תקינה בניתוק חשמל",₪300-₪700 (ליחידה),"ת""י 23 — תאורת חירום נדרשת בכל מסלולי המילוט, עוצמה מינימלית של 1 לוקס ברצפה, זמן פעולה מינימלי 60 דקות","ת""י 23 — תאורת חירום נדרשת בכל מסלולי המילוט, עוצמה מינימלית של 1 לוקס ברצפה, זמן פעולה מינימלי 60 דקות",critical,"**תאורת חירום לא פועלת בחדר מדרגות** — גופי תאורת חירום בחדר מדרגות לא דולקים בעת הפסקת חשמל, סוללות תקולות, או גופים שבורים. תאורת חירום חיונית לפינוי בטוח.. המלצה: החלפת גופי תאורת חירום פגומים, החלפת סוללות, בדיקת פעולה תקינה בניתוק חשמל. עלות משוערת: ₪300-₪700 (ליחידה)"
287,כיבוי אש,שילוט יציאת חירום חסר או לא מואר,"שלט יציאת חירום (EXIT) חסר, לא מואר, או שהכיתוב לא קריא. שילוט חירום הוא חלק ממערך הפינוי ומחויב בכל מסלול מילוט","התקנת שלט יציאת חירום מואר LED עם סוללת גיבוי, בהתאם למיקום ולכיוון הפינוי",₪250-₪600 (ליחידה),"ת""י 23 — שילוט יציאת חירום מואר נדרש בכל נקודות היציאה ובכל נקודת החלטה במסלול המילוט","ת""י 23 — שילוט יציאת חירום מואר נדרש בכל נקודות היציאה ובכל נקודת החלטה במסלול המילוט",medium,"**שילוט יציאת חירום חסר או לא מואר** — שלט יציאת חירום (EXIT) חסר, לא מואר, או שהכיתוב לא קריא. שילוט חירום הוא חלק ממערך הפינוי ומחויב בכל מסלול מילוט.. המלצה: התקנת שלט יציאת חירום מואר LED עם סוללת גיבוי, בהתאם למיקום ולכיוון הפינוי. עלות משוערת: ₪250-₪600 (ליחידה)"
288,כיבוי אש,צנרת כיבוי אש (standpipe) חלודה או דולפת,"צנרת כיבוי אש עולה (standpipe) בחדר מדרגות מראה סימני חלודה, דליפות, או שברזי הפיתוח שלה חסומים","החלפת קטעי צנרת חלודים, תיקון דליפות, שיפוץ או החלפת ברזי פיתוח, צביעה בצבע אדום",₪800-₪3000 (ליחידה),"צנרת כיבוי אש חייבת להיות תקינה, ללא דליפות, עם ברזי פיתוח נגישים ותקינים בכל קומה","צנרת כיבוי אש חייבת להיות תקינה, ללא דליפות, עם ברזי פיתוח נגישים ותקינים בכל קומה",medium,"**צנרת כיבוי אש (standpipe) חלודה או דולפת** — צנרת כיבוי אש עולה (standpipe) בחדר מדרגות מראה סימני חלודה, דליפות, או שברזי הפיתוח שלה חסומים.. המלצה: החלפת קטעי צנרת חלודים, תיקון דליפות, שיפוץ או החלפת ברזי פיתוח, צביעה בצבע אדום. עלות משוערת: ₪800-₪3000 (ליחידה)"
289,כיבוי אש,חניון ללא מערכת אוורור מכני,"חניון תת-קרקעי ללא מערכת אוורור מכני פעילה, או שהמערכת תקולה. הצטברות פליטות רכב ועשן מהווה סכנת חיים","תיקון מערכת אוורור מכני, החלפת מנועים תקולים, ניקוי תעלות, בדיקת בקר CO",₪3000-₪15000 (ליחידה),חניון תת-קרקעי חייב במערכת אוורור מכני המבטיחה החלפת אוויר מספקת ופינוי עשן בשריפה,חניון תת-קרקעי חייב במערכת אוורור מכני המבטיחה החלפת אוויר מספקת ופינוי עשן בשריפה,critical,"**חניון ללא מערכת אוורור מכני** — חניון תת-קרקעי ללא מערכת אוורור מכני פעילה, או שהמערכת תקולה. הצטברות פליטות רכב ועשן מהווה סכנת חיים.. המלצה: תיקון מערכת אוורור מכני, החלפת מנועים תקולים, ניקוי תעלות, בדיקת בקר CO. עלות משוערת: ₪3000-₪15000 (ליחידה)"
290,כיבוי אש,מערכת גילוי CO בחניון לא פעילה,"מערכת גילוי פחמן חד-חמצני (CO) בחניון תת-קרקעי לא פעילה, חיישנים תקולים, או ללא חיבור למערכת אוורור","תיקון או החלפת חיישני CO, בדיקת חיבור למערכת אוורור, כיול חיישנים",₪1000-₪3000 (ליחידה),חניון תת-קרקעי חייב במערכת גילוי CO המחוברת להפעלה אוטומטית של מערכת האוורור,חניון תת-קרקעי חייב במערכת גילוי CO המחוברת להפעלה אוטומטית של מערכת האוורור,medium,"**מערכת גילוי CO בחניון לא פעילה** — מערכת גילוי פחמן חד-חמצני (CO) בחניון תת-קרקעי לא פעילה, חיישנים תקולים, או ללא חיבור למערכת אוורור.. המלצה: תיקון או החלפת חיישני CO, בדיקת חיבור למערכת אוורור, כיול חיישנים. עלות משוערת: ₪1000-₪3000 (ליחידה)"
291,מעלית,מעלית ללא תעודת בדיקה בתוקף,תעודת בדיקה תקופתית של המעלית פגת תוקף או לא מוצגת בתוך תא המעלית. בדיקה תקופתית חובה לפי חוק,"הזמנת בדיקת מעלית תקופתית מבודק מוסמך, תיקון ליקויים שיימצאו, והצגת תעודה בתוקף בתא",₪600-₪1500 (ליחידה),"ת""י 7588 — מעלית חייבת לעבור בדיקה תקופתית כל 6 חודשים על ידי בודק מוסמך, ותעודת הבדיקה חייבת להיות מוצגת בתא","ת""י 7588 — מעלית חייבת לעבור בדיקה תקופתית כל 6 חודשים על ידי בודק מוסמך, ותעודת הבדיקה חייבת להיות מוצגת בתא",medium,"**מעלית ללא תעודת בדיקה בתוקף** — תעודת בדיקה תקופתית של המעלית פגת תוקף או לא מוצגת בתוך תא המעלית. בדיקה תקופתית חובה לפי חוק.. המלצה: הזמנת בדיקת מעלית תקופתית מבודק מוסמך, תיקון ליקויים שיימצאו, והצגת תעודה בתוקף בתא. עלות משוערת: ₪600-₪1500 (ליחידה)"
